X [m],Y [m],Z [m]
0.0000,0.0000,0.1000
-0.0002,-0.0000,0.1001
-0.0002,-0.0001,0.1002
-0.0002,-0.0001,0.1003
-0.0000,-0.0001,0.1003
0.0001,-0.0001,0.1003
0.0002,-0.0001,0.1002
0.0003,-0.0001,0.1001
0.0004,-0.0001,0.1000
0.0005,-0.0001,0.0999
0.0006,-0.0001,0.0998
0.0007,-0.0000,0.0996
0.0008,-0.0000,0.0995
0.0008,0.0000,0.0993
0.0009,0.0000,0.0992
0.0010,0.0000,0.0990
0.0010,0.0000,0.0989
0.0011,0.0001,0.0987
0.0012,0.0001,0.0985
0.0013,0.0001,0.0984
0.0014,0.0001,0.0982
0.0015,0.0000,0.0981
0.0016,0.0000,0.0979
0.0017,0.0000,0.0978
0.0018,0.0000,0.0976
0.0019,-0.0000,0.0975
0.0020,-0.0000,0.0973
0.0021,-0.0000,0.0972
0.0023,-0.0001,0.0970
0.0024,-0.0001,0.0969
0.0025,-0.0001,0.0967
0.0026,-0.0001,0.0966
0.0028,-0.0001,0.0965
0.0029,-0.0001,0.0964
0.0030,-0.0001,0.0962
0.0031,-0.0000,0.0961
0.0033,-0.0000,0.0960
0.0034,-0.0000,0.0959
0.0035,-0.0000,0.0958
0.0036,0.0000,0.0957
0.0038,0.0000,0.0956
0.0039,0.0000,0.0955
0.0041,0.0001,0.0954
0.0042,0.0001,0.0954
0.0043,0.0001,0.0953
0.0045,0.0002,0.0952
0.0047,0.0002,0.0952
0.0048,0.0002,0.0951
0.0050,0.0003,0.0951
0.0052,0.0003,0.0950
0.0053,0.0003,0.0950
0.0055,0.0004,0.0949
0.0057,0.0004,0.0949
0.0059,0.0004,0.0948
0.0061,0.0005,0.0948
0.0063,0.0005,0.0948
0.0065,0.0006,0.0948
0.0067,0.0006,0.0947
0.0069,0.0006,0.0947
0.0071,0.0007,0.0947
0.0073,0.0007,0.0946
0.0075,0.0007,0.0946
0.0077,0.0008,0.0946
0.0079,0.0008,0.0946
0.0081,0.0008,0.0945
0.0084,0.0008,0.0945
0.0086,0.0009,0.0945
0.0088,0.0009,0.0945
0.0090,0.0009,0.0944
0.0093,0.0010,0.0944
0.0095,0.0010,0.0944
0.0097,0.0010,0.0944
0.0100,0.0010,0.0943
0.0102,0.0010,0.0943
0.0104,0.0011,0.0943
0.0107,0.0011,0.0942
0.0109,0.0011,0.0942
0.0112,0.0012,0.0942
0.0114,0.0012,0.0941
0.0116,0.0012,0.0941
0.0119,0.0012,0.0941
0.0121,0.0012,0.0940
0.0124,0.0012,0.0940
0.0126,0.0012,0.0939
0.0129,0.0013,0.0939
0.0131,0.0013,0.0938
0.0134,0.0013,0.0938
0.0136,0.0013,0.0937
0.0139,0.0014,0.0937
0.0141,0.0013,0.0937
0.0144,0.0013,0.0936
0.0146,0.0014,0.0936
0.0149,0.0014,0.0935
0.0151,0.0014,0.0934
0.0154,0.0014,0.0934
0.0156,0.0015,0.0933
0.0159,0.0015,0.0933
0.0162,0.0015,0.0932
0.0164,0.0015,0.0932
0.0167,0.0015,0.0931
0.0169,0.0015,0.0930
0.0172,0.0015,0.0930
0.0174,0.0015,0.0929
0.0177,0.0016,0.0928
0.0180,0.0016,0.0928
0.0182,0.0016,0.0927
0.0185,0.0016,0.0926
0.0188,0.0016,0.0926
0.0190,0.0016,0.0925
0.0193,0.0016,0.0924
0.0195,0.0016,0.0924
0.0198,0.0017,0.0923
0.0201,0.0017,0.0922
0.0203,0.0017,0.0921
0.0206,0.0017,0.0921
0.0209,0.0017,0.0920
0.0211,0.0017,0.0919
0.0214,0.0017,0.0918
0.0217,0.0017,0.0918
0.0219,0.0018,0.0917
0.0222,0.0018,0.0916
0.0225,0.0018,0.0915
0.0227,0.0018,0.0914
0.0230,0.0019,0.0914
0.0233,0.0018,0.0913
0.0235,0.0018,0.0912
0.0238,0.0018,0.0911
0.0241,0.0019,0.0910
0.0243,0.0019,0.0909
0.0246,0.0019,0.0909
0.0249,0.0019,0.0908
0.0252,0.0020,0.0907
0.0254,0.0020,0.0906
0.0257,0.0020,0.0905
0.0260,0.0019,0.0904
0.0262,0.0020,0.0903
0.0265,0.0020,0.0902
0.0268,0.0020,0.0901
0.0271,0.0020,0.0900
0.0273,0.0020,0.0899
0.0276,0.0021,0.0898
0.0279,0.0021,0.0897
0.0281,0.0021,0.0896
0.0284,0.0021,0.0895
0.0287,0.0021,0.0894
0.0290,0.0021,0.0893
0.0292,0.0021,0.0892
0.0295,0.0021,0.0891
0.0298,0.0022,0.0890
0.0301,0.0022,0.0889
0.0303,0.0022,0.0888
0.0306,0.0022,0.0887
0.0309,0.0022,0.0886
0.0312,0.0022,0.0885
0.0314,0.0022,0.0884
0.0317,0.0022,0.0883
0.0320,0.0022,0.0882
0.0323,0.0023,0.0881
0.0325,0.0023,0.0880
0.0328,0.0023,0.0878
0.0331,0.0023,0.0877
0.0334,0.0023,0.0876
0.0336,0.0023,0.0875
0.0339,0.0023,0.0874
0.0342,0.0023,0.0873
0.0345,0.0023,0.0872
0.0348,0.0024,0.0871
0.0350,0.0024,0.0870
0.0353,0.0024,0.0869
0.0356,0.0023,0.0868
0.0359,0.0023,0.0866
0.0361,0.0023,0.0865
0.0364,0.0024,0.0864
0.0367,0.0024,0.0863
0.0370,0.0024,0.0862
0.0373,0.0024,0.0861
0.0376,0.0024,0.0860
0.0379,0.0024,0.0859
0.0381,0.0024,0.0858
0.0384,0.0024,0.0857
0.0387,0.0024,0.0856
0.0390,0.0024,0.0856
0.0393,0.0024,0.0855
0.0396,0.0024,0.0854
0.0399,0.0024,0.0853
0.0402,0.0024,0.0852
0.0405,0.0024,0.0852
0.0408,0.0024,0.0851
0.0410,0.0023,0.0850
0.0413,0.0023,0.0849
0.0416,0.0023,0.0849
0.0419,0.0023,0.0848
0.0422,0.0023,0.0848
0.0425,0.0023,0.0847
0.0428,0.0023,0.0847
0.0431,0.0023,0.0846
0.0434,0.0023,0.0846
0.0437,0.0023,0.0845
0.0440,0.0022,0.0845
0.0443,0.0022,0.0845
0.0446,0.0022,0.0844
0.0448,0.0022,0.0844
0.0451,0.0022,0.0844
0.0454,0.0021,0.0844
0.0457,0.0021,0.0844
0.0460,0.0021,0.0844
0.0462,0.0020,0.0844
0.0465,0.0020,0.0844
0.0467,0.0020,0.0844
0.0470,0.0019,0.0844
