X [m],Y [m],Z [m]
0.0000,0.0000,0.1000
-0.0002,-0.0000,0.1001
-0.0003,-0.0001,0.1003
-0.0002,-0.0001,0.1004
-0.0001,-0.0001,0.1005
0.0000,-0.0001,0.1004
0.0002,-0.0001,0.1004
0.0003,-0.0001,0.1003
0.0005,-0.0001,0.1001
0.0006,-0.0001,0.1000
0.0006,-0.0001,0.0998
0.0007,-0.0001,0.0997
0.0008,-0.0001,0.0995
0.0009,-0.0000,0.0993
0.0009,-0.0000,0.0991
0.0010,-0.0000,0.0989
0.0010,-0.0000,0.0987
0.0011,-0.0000,0.0985
0.0011,-0.0000,0.0983
0.0012,0.0000,0.0981
0.0012,0.0000,0.0979
0.0013,0.0000,0.0976
0.0013,0.0000,0.0974
0.0014,0.0000,0.0971
0.0015,0.0000,0.0969
0.0015,0.0000,0.0966
0.0016,0.0000,0.0964
0.0017,-0.0000,0.0961
0.0017,-0.0000,0.0959
0.0018,-0.0000,0.0956
0.0019,-0.0000,0.0953
0.0019,-0.0000,0.0951
0.0020,-0.0001,0.0948
0.0021,-0.0001,0.0945
0.0022,-0.0001,0.0942
0.0022,-0.0001,0.0940
0.0023,-0.0001,0.0937
0.0024,-0.0001,0.0934
0.0025,-0.0001,0.0931
0.0026,-0.0002,0.0928
0.0027,-0.0002,0.0926
0.0027,-0.0002,0.0923
0.0028,-0.0002,0.0920
0.0029,-0.0002,0.0917
0.0030,-0.0002,0.0914
0.0031,-0.0003,0.0911
0.0032,-0.0003,0.0908
0.0033,-0.0003,0.0905
0.0034,-0.0003,0.0902
0.0034,-0.0003,0.0899
0.0035,-0.0003,0.0896
0.0036,-0.0003,0.0894
0.0037,-0.0003,0.0891
0.0038,-0.0003,0.0888
0.0039,-0.0003,0.0885
0.0040,-0.0003,0.0882
0.0041,-0.0003,0.0879
0.0042,-0.0003,0.0876
0.0043,-0.0003,0.0873
0.0044,-0.0003,0.0870
0.0045,-0.0003,0.0867
0.0046,-0.0003,0.0864
0.0047,-0.0003,0.0861
0.0049,-0.0003,0.0858
0.0050,-0.0003,0.0855
0.0051,-0.0002,0.0852
0.0052,-0.0002,0.0849
0.0053,-0.0002,0.0846
0.0054,-0.0002,0.0843
0.0055,-0.0002,0.0840
0.0057,-0.0001,0.0838
0.0058,-0.0001,0.0835
0.0059,-0.0001,0.0832
0.0060,-0.0001,0.0829
0.0062,-0.0000,0.0826
0.0063,0.0000,0.0823
0.0064,0.0000,0.0820
0.0066,0.0001,0.0818
0.0067,0.0001,0.0815
0.0068,0.0002,0.0812
0.0070,0.0002,0.0809
0.0071,0.0002,0.0807
0.0073,0.0003,0.0804
0.0074,0.0003,0.0801
0.0076,0.0004,0.0799
0.0077,0.0004,0.0796
0.0079,0.0005,0.0793
0.0081,0.0005,0.0791
0.0082,0.0006,0.0788
0.0084,0.0006,0.0786
0.0086,0.0007,0.0783
0.0087,0.0008,0.0781
0.0089,0.0008,0.0778
0.0091,0.0009,0.0776
0.0092,0.0010,0.0773
0.0094,0.0010,0.0771
0.0096,0.0011,0.0768
0.0098,0.0012,0.0766
0.0100,0.0012,0.0764
0.0102,0.0013,0.0761
0.0104,0.0014,0.0759
0.0106,0.0014,0.0757
0.0108,0.0015,0.0755
0.0110,0.0016,0.0753
0.0112,0.0017,0.0750
0.0114,0.0018,0.0748
0.0116,0.0018,0.0746
0.0118,0.0019,0.0744
0.0120,0.0020,0.0742
0.0122,0.0021,0.0740
0.0124,0.0022,0.0738
0.0127,0.0022,0.0736
0.0129,0.0023,0.0734
0.0131,0.0024,0.0732
0.0133,0.0025,0.0730
0.0135,0.0026,0.0728
0.0138,0.0027,0.0726
0.0140,0.0028,0.0725
0.0142,0.0028,0.0723
0.0145,0.0029,0.0721
0.0147,0.0030,0.0719
0.0149,0.0031,0.0717
0.0152,0.0032,0.0716
0.0154,0.0033,0.0714
0.0156,0.0033,0.0712
0.0159,0.0034,0.0711
0.0161,0.0035,0.0709
0.0164,0.0036,0.0707
0.0166,0.0037,0.0706
0.0168,0.0037,0.0704
0.0171,0.0038,0.0703
0.0173,0.0039,0.0701
0.0176,0.0040,0.0700
0.0178,0.0040,0.0698
0.0181,0.0041,0.0697
0.0183,0.0042,0.0695
0.0186,0.0042,0.0694
0.0188,0.0043,0.0693
0.0191,0.0043,0.0691
0.0193,0.0044,0.0690
0.0196,0.0044,0.0689
0.0198,0.0045,0.0688
0.0201,0.0045,0.0686
0.0204,0.0046,0.0685
0.0206,0.0046,0.0684
0.0209,0.0047,0.0683
0.0211,0.0047,0.0682
0.0214,0.0047,0.0681
0.0217,0.0048,0.0680
0.0219,0.0048,0.0679
0.0222,0.0048,0.0678
0.0225,0.0048,0.0677
0.0227,0.0048,0.0676
0.0230,0.0049,0.0675
0.0233,0.0049,0.0674
0.0235,0.0049,0.0673
0.0238,0.0049,0.0672
0.0241,0.0049,0.0671
0.0243,0.0049,0.0670
0.0246,0.0049,0.0669
0.0249,0.0049,0.0668
0.0252,0.0049,0.0668
0.0254,0.0049,0.0667
0.0257,0.0049,0.0666
0.0260,0.0049,0.0665
0.0262,0.0049,0.0664
0.0265,0.0049,0.0664
0.0268,0.0048,0.0663
0.0270,0.0048,0.0662
0.0273,0.0048,0.0662
0.0276,0.0048,0.0661
0.0278,0.0048,0.0660
0.0281,0.0048,0.0660
0.0284,0.0047,0.0659
0.0286,0.0047,0.0659
0.0289,0.0047,0.0658
0.0292,0.0047,0.0657
0.0294,0.0047,0.0657
0.0297,0.0046,0.0656
0.0300,0.0046,0.0656
0.0302,0.0046,0.0655
0.0305,0.0046,0.0655
0.0308,0.0046,0.0654
0.0310,0.0045,0.0654
0.0313,0.0045,0.0654
0.0315,0.0045,0.0653
0.0318,0.0044,0.0653
0.0321,0.0044,0.0653
0.0323,0.0044,0.0653
0.0326,0.0044,0.0652
0.0329,0.0043,0.0652
0.0331,0.0043,0.0652
0.0334,0.0043,0.0652
0.0336,0.0042,0.0652
0.0339,0.0042,0.0652
0.0341,0.0042,0.0651
0.0344,0.0041,0.0651
0.0347,0.0041,0.0651
0.0349,0.0041,0.0651
0.0352,0.0040,0.0652
0.0354,0.0040,0.0652
0.0357,0.0039,0.0652
0.0360,0.0039,0.0652
0.0362,0.0038,0.0652
0.0365,0.0038,0.0652
0.0367,0.0037,0.0652
0.0370,0.0037,0.0653
