X [m],Y [m],Z [m]
0.0000,0.0000,0.1000
-0.0001,-0.0000,0.1001
-0.0002,-0.0001,0.1001
-0.0001,-0.0001,0.1002
-0.0000,-0.0001,0.1002
0.0001,-0.0001,0.1001
0.0002,-0.0001,0.1001
0.0003,-0.0001,0.1000
0.0004,-0.0001,0.0999
0.0004,-0.0001,0.0998
0.0005,-0.0001,0.0996
0.0005,-0.0001,0.0995
0.0006,-0.0000,0.0994
0.0006,-0.0000,0.0992
0.0007,-0.0000,0.0990
0.0007,-0.0000,0.0989
0.0007,-0.0000,0.0987
0.0008,-0.0000,0.0985
0.0008,0.0000,0.0983
0.0008,0.0000,0.0981
0.0009,0.0000,0.0979
0.0009,0.0000,0.0977
0.0009,0.0000,0.0975
0.0010,0.0000,0.0972
0.0010,0.0000,0.0970
0.0010,0.0000,0.0967
0.0011,0.0000,0.0965
0.0011,0.0000,0.0962
0.0012,0.0000,0.0959
0.0012,0.0000,0.0957
0.0012,0.0000,0.0954
0.0013,-0.0000,0.0951
0.0013,-0.0000,0.0948
0.0014,-0.0000,0.0945
0.0014,-0.0000,0.0942
0.0015,-0.0000,0.0939
0.0016,-0.0001,0.0935
0.0016,-0.0001,0.0932
0.0017,-0.0001,0.0929
0.0017,-0.0001,0.0925
0.0018,-0.0001,0.0922
0.0019,-0.0001,0.0918
0.0019,-0.0002,0.0915
0.0020,-0.0002,0.0911
0.0020,-0.0002,0.0907
0.0021,-0.0002,0.0904
0.0022,-0.0002,0.0900
0.0022,-0.0003,0.0896
0.0023,-0.0003,0.0892
0.0024,-0.0003,0.0888
0.0025,-0.0003,0.0884
0.0025,-0.0004,0.0880
0.0026,-0.0004,0.0876
0.0027,-0.0004,0.0872
0.0027,-0.0004,0.0867
0.0028,-0.0005,0.0863
0.0029,-0.0005,0.0859
0.0030,-0.0005,0.0854
0.0031,-0.0006,0.0850
0.0031,-0.0006,0.0846
0.0032,-0.0006,0.0841
0.0033,-0.0006,0.0836
0.0034,-0.0007,0.0832
0.0035,-0.0007,0.0827
0.0036,-0.0007,0.0822
0.0037,-0.0008,0.0818
0.0037,-0.0008,0.0813
0.0038,-0.0008,0.0808
0.0039,-0.0008,0.0803
0.0040,-0.0009,0.0798
0.0041,-0.0009,0.0793
0.0042,-0.0009,0.0788
0.0043,-0.0009,0.0783
0.0044,-0.0010,0.0778
0.0045,-0.0010,0.0773
0.0046,-0.0010,0.0768
0.0047,-0.0011,0.0763
0.0048,-0.0011,0.0758
0.0049,-0.0011,0.0752
0.0050,-0.0011,0.0747
0.0051,-0.0011,0.0742
0.0052,-0.0012,0.0736
0.0053,-0.0012,0.0731
0.0054,-0.0012,0.0726
0.0055,-0.0012,0.0720
0.0056,-0.0013,0.0715
0.0058,-0.0013,0.0709
0.0059,-0.0013,0.0704
0.0060,-0.0013,0.0698
0.0061,-0.0013,0.0692
0.0062,-0.0013,0.0687
0.0063,-0.0013,0.0681
0.0064,-0.0014,0.0676
0.0066,-0.0014,0.0670
0.0067,-0.0014,0.0664
0.0068,-0.0014,0.0659
0.0069,-0.0014,0.0653
0.0071,-0.0014,0.0647
0.0072,-0.0014,0.0641
0.0073,-0.0014,0.0636
0.0074,-0.0014,0.0630
0.0076,-0.0014,0.0624
0.0077,-0.0014,0.0619
0.0078,-0.0014,0.0613
0.0080,-0.0013,0.0607
0.0081,-0.0013,0.0601
0.0082,-0.0013,0.0596
0.0084,-0.0013,0.0590
0.0085,-0.0013,0.0584
0.0086,-0.0013,0.0579
0.0088,-0.0012,0.0573
0.0089,-0.0012,0.0567
0.0091,-0.0012,0.0562
0.0092,-0.0011,0.0556
0.0094,-0.0011,0.0551
0.0095,-0.0011,0.0545
0.0097,-0.0010,0.0540
0.0098,-0.0010,0.0534
