X [m],Y [m],Z [m]
0.0000,0.0000,0.1000
-0.0001,-0.0000,0.1000
-0.0001,-0.0000,0.1001
-0.0001,-0.0001,0.1001
0.0000,-0.0001,0.1001
0.0001,-0.0001,0.1000
0.0002,-0.0001,0.1000
0.0002,-0.0001,0.0999
0.0003,-0.0001,0.0998
0.0004,-0.0001,0.0997
0.0004,-0.0000,0.0996
0.0005,-0.0000,0.0995
0.0005,-0.0000,0.0994
0.0006,-0.0000,0.0993
0.0007,-0.0000,0.0992
0.0008,-0.0001,0.0991
0.0009,-0.0001,0.0990
0.0010,-0.0001,0.0989
0.0011,-0.0001,0.0988
0.0013,-0.0002,0.0988
0.0014,-0.0002,0.0987
0.0016,-0.0003,0.0986
0.0017,-0.0003,0.0986
0.0019,-0.0003,0.0985
0.0021,-0.0003,0.0985
0.0023,-0.0003,0.0984
0.0024,-0.0003,0.0984
0.0026,-0.0003,0.0984
0.0028,-0.0003,0.0984
0.0029,-0.0002,0.0984
0.0031,-0.0002,0.0984
0.0032,-0.0002,0.0984
0.0033,-0.0002,0.0984
0.0035,-0.0002,0.0984
0.0036,-0.0001,0.0984
0.0038,-0.0001,0.0985
0.0040,-0.0001,0.0985
0.0041,-0.0000,0.0985
0.0043,0.0000,0.0985
0.0045,0.0000,0.0986
0.0046,-0.0000,0.0986
0.0048,-0.0000,0.0986
0.0050,-0.0000,0.0986
0.0052,0.0000,0.0986
0.0054,0.0001,0.0986
0.0056,0.0001,0.0987
0.0058,0.0002,0.0987
0.0060,0.0002,0.0987
0.0062,0.0002,0.0987
0.0063,0.0001,0.0987
0.0065,0.0001,0.0987
0.0067,0.0001,0.0987
0.0069,0.0002,0.0987
0.0071,0.0002,0.0987
0.0074,0.0003,0.0988
0.0076,0.0003,0.0988
0.0078,0.0003,0.0988
0.0080,0.0003,0.0988
0.0082,0.0003,0.0988
0.0084,0.0002,0.0988
0.0086,0.0002,0.0988
0.0088,0.0003,0.0988
0.0090,0.0003,0.0988
0.0093,0.0004,0.0987
0.0095,0.0004,0.0987
0.0097,0.0005,0.0987
0.0099,0.0004,0.0987
0.0102,0.0004,0.0987
0.0104,0.0004,0.0987
0.0106,0.0004,0.0987
0.0108,0.0004,0.0987
0.0111,0.0005,0.0987
0.0113,0.0005,0.0986
0.0115,0.0006,0.0986
0.0118,0.0006,0.0986
0.0120,0.0006,0.0986
0.0122,0.0005,0.0986
0.0124,0.0005,0.0985
0.0127,0.0005,0.0985
0.0129,0.0005,0.0985
0.0132,0.0005,0.0985
0.0134,0.0006,0.0984
0.0136,0.0007,0.0984
0.0139,0.0007,0.0984
0.0141,0.0007,0.0984
0.0144,0.0007,0.0983
0.0146,0.0006,0.0983
0.0148,0.0006,0.0983
0.0151,0.0006,0.0982
0.0153,0.0006,0.0982
0.0156,0.0007,0.0982
0.0158,0.0008,0.0981
0.0161,0.0008,0.0981
0.0163,0.0008,0.0981
0.0166,0.0008,0.0980
0.0168,0.0008,0.0980
0.0171,0.0007,0.0980
0.0173,0.0007,0.0979
0.0176,0.0007,0.0979
0.0178,0.0008,0.0978
0.0181,0.0009,0.0978
0.0183,0.0009,0.0977
0.0186,0.0009,0.0977
0.0188,0.0009,0.0977
0.0191,0.0009,0.0976
0.0193,0.0008,0.0976
0.0196,0.0008,0.0975
0.0198,0.0008,0.0975
0.0201,0.0009,0.0974
0.0204,0.0009,0.0974
0.0206,0.0010,0.0973
0.0209,0.0010,0.0973
0.0211,0.0010,0.0972
0.0214,0.0010,0.0972
0.0216,0.0010,0.0971
0.0219,0.0010,0.0971
0.0222,0.0010,0.0970
0.0224,0.0010,0.0969
0.0227,0.0010,0.0969
0.0230,0.0011,0.0968
0.0232,0.0011,0.0968
0.0235,0.0012,0.0967
0.0237,0.0011,0.0966
0.0240,0.0011,0.0966
0.0243,0.0011,0.0965
0.0245,0.0011,0.0965
0.0248,0.0011,0.0964
0.0251,0.0011,0.0963
0.0253,0.0012,0.0963
0.0256,0.0012,0.0962
0.0259,0.0013,0.0961
0.0261,0.0012,0.0961
0.0264,0.0012,0.0960
0.0267,0.0012,0.0959
0.0269,0.0012,0.0958
0.0272,0.0012,0.0958
0.0274,0.0012,0.0957
0.0277,0.0013,0.0956
0.0280,0.0013,0.0956
0.0282,0.0013,0.0955
0.0285,0.0013,0.0954
0.0288,0.0013,0.0953
0.0290,0.0013,0.0953
0.0293,0.0013,0.0952
0.0296,0.0013,0.0951
0.0298,0.0013,0.0950
0.0301,0.0014,0.0949
0.0304,0.0014,0.0949
0.0306,0.0014,0.0948
0.0309,0.0014,0.0947
0.0312,0.0014,0.0946
0.0314,0.0014,0.0945
0.0317,0.0014,0.0944
0.0320,0.0014,0.0944
0.0323,0.0014,0.0943
0.0325,0.0015,0.0942
0.0328,0.0015,0.0941
0.0331,0.0015,0.0940
0.0333,0.0015,0.0939
0.0336,0.0015,0.0938
0.0339,0.0015,0.0937
0.0341,0.0015,0.0937
0.0344,0.0015,0.0936
0.0347,0.0016,0.0935
0.0350,0.0016,0.0934
0.0352,0.0016,0.0933
0.0355,0.0016,0.0932
0.0358,0.0016,0.0931
0.0360,0.0016,0.0930
0.0363,0.0016,0.0929
0.0366,0.0016,0.0928
0.0368,0.0016,0.0927
0.0371,0.0017,0.0926
0.0374,0.0017,0.0925
0.0377,0.0017,0.0924
0.0379,0.0017,0.0923
0.0382,0.0017,0.0921
0.0385,0.0016,0.0920
0.0387,0.0016,0.0919
0.0390,0.0017,0.0918
0.0393,0.0017,0.0917
0.0395,0.0018,0.0916
0.0398,0.0018,0.0915
0.0401,0.0018,0.0914
0.0403,0.0018,0.0913
0.0406,0.0018,0.0912
0.0409,0.0018,0.0911
0.0412,0.0018,0.0910
0.0414,0.0018,0.0909
0.0417,0.0018,0.0908
0.0420,0.0019,0.0907
0.0423,0.0019,0.0906
0.0425,0.0020,0.0905
