X [m],Y [m],Z [m]
0.0000,0.0000,0.1000
-0.0001,-0.0000,0.1001
-0.0002,-0.0001,0.1001
-0.0001,-0.0001,0.1002
-0.0000,-0.0001,0.1002
0.0001,-0.0001,0.1001
0.0002,-0.0001,0.1001
0.0003,-0.0001,0.1000
0.0004,-0.0001,0.0999
0.0005,-0.0001,0.0998
0.0005,-0.0001,0.0997
0.0006,-0.0001,0.0996
0.0007,-0.0001,0.0994
0.0007,-0.0001,0.0993
0.0008,-0.0001,0.0992
0.0009,-0.0001,0.0991
0.0010,-0.0001,0.0990
0.0011,-0.0001,0.0989
0.0012,-0.0002,0.0988
0.0014,-0.0002,0.0987
0.0015,-0.0002,0.0986
0.0016,-0.0003,0.0985
0.0018,-0.0003,0.0984
0.0020,-0.0003,0.0983
0.0021,-0.0003,0.0983
0.0023,-0.0003,0.0982
0.0024,-0.0003,0.0981
0.0026,-0.0003,0.0981
0.0028,-0.0003,0.0980
0.0029,-0.0003,0.0980
0.0030,-0.0003,0.0980
0.0032,-0.0003,0.0980
0.0033,-0.0002,0.0979
0.0035,-0.0002,0.0979
0.0036,-0.0002,0.0979
0.0038,-0.0002,0.0979
0.0039,-0.0002,0.0979
0.0041,-0.0001,0.0980
0.0042,-0.0001,0.0980
0.0044,-0.0001,0.0980
0.0046,-0.0000,0.0980
0.0048,-0.0001,0.0980
0.0050,-0.0001,0.0980
0.0051,-0.0001,0.0980
0.0053,-0.0000,0.0980
0.0055,0.0000,0.0980
0.0057,0.0001,0.0981
0.0059,0.0001,0.0981
0.0061,0.0001,0.0981
0.0063,0.0001,0.0981
0.0065,0.0001,0.0981
0.0067,0.0001,0.0981
0.0069,0.0001,0.0981
0.0071,0.0001,0.0981
0.0073,0.0002,0.0981
0.0075,0.0002,0.0981
0.0078,0.0003,0.0981
0.0080,0.0003,0.0981
0.0082,0.0002,0.0981
0.0084,0.0002,0.0981
0.0086,0.0002,0.0981
0.0088,0.0002,0.0980
0.0090,0.0002,0.0980
0.0093,0.0003,0.0980
0.0095,0.0003,0.0980
0.0097,0.0004,0.0980
0.0099,0.0004,0.0980
0.0102,0.0004,0.0980
0.0104,0.0003,0.0979
0.0106,0.0003,0.0979
0.0108,0.0003,0.0979
0.0111,0.0003,0.0979
0.0113,0.0004,0.0979
0.0115,0.0004,0.0978
0.0118,0.0005,0.0978
0.0120,0.0005,0.0978
0.0122,0.0005,0.0978
0.0125,0.0004,0.0977
0.0127,0.0004,0.0977
0.0129,0.0004,0.0977
0.0132,0.0005,0.0977
0.0134,0.0005,0.0976
0.0136,0.0006,0.0976
0.0139,0.0006,0.0976
0.0141,0.0006,0.0975
0.0144,0.0006,0.0975
0.0146,0.0006,0.0975
0.0148,0.0005,0.0974
0.0151,0.0005,0.0974
0.0153,0.0006,0.0974
0.0156,0.0006,0.0973
0.0158,0.0007,0.0973
0.0161,0.0007,0.0972
0.0163,0.0007,0.0972
0.0166,0.0007,0.0972
0.0168,0.0007,0.0971
0.0170,0.0006,0.0971
0.0173,0.0006,0.0971
0.0175,0.0007,0.0970
0.0178,0.0007,0.0970
0.0180,0.0007,0.0969
0.0183,0.0008,0.0969
0.0185,0.0008,0.0968
0.0188,0.0008,0.0968
0.0190,0.0007,0.0967
0.0193,0.0007,0.0967
0.0195,0.0007,0.0966
0.0198,0.0007,0.0966
0.0200,0.0008,0.0965
0.0203,0.0008,0.0965
0.0205,0.0009,0.0964
0.0208,0.0009,0.0964
0.0210,0.0009,0.0963
0.0213,0.0008,0.0963
0.0215,0.0008,0.0962
0.0218,0.0008,0.0962
0.0220,0.0008,0.0961
0.0223,0.0009,0.0961
0.0226,0.0009,0.0960
0.0228,0.0010,0.0959
0.0231,0.0010,0.0959
0.0233,0.0010,0.0958
