X [m],Y [m],Z [m]
0.0000,0.0000,0.1000
-0.0002,-0.0000,0.1001
-0.0002,-0.0001,0.1002
-0.0002,-0.0001,0.1003
-0.0000,-0.0001,0.1003
0.0001,-0.0001,0.1003
0.0002,-0.0001,0.1002
0.0003,-0.0001,0.1001
0.0005,-0.0001,0.1000
0.0005,-0.0001,0.0999
0.0006,-0.0001,0.0997
0.0007,-0.0001,0.0996
0.0008,-0.0000,0.0995
0.0009,-0.0000,0.0993
0.0009,-0.0000,0.0992
0.0010,-0.0000,0.0990
0.0011,-0.0000,0.0989
0.0012,-0.0000,0.0987
0.0013,-0.0000,0.0986
0.0014,-0.0000,0.0984
0.0015,-0.0000,0.0983
0.0016,-0.0001,0.0981
0.0017,-0.0001,0.0980
0.0018,-0.0001,0.0978
0.0020,-0.0001,0.0977
0.0021,-0.0001,0.0975
0.0022,-0.0001,0.0974
0.0024,-0.0002,0.0973
0.0025,-0.0002,0.0971
0.0027,-0.0002,0.0970
0.0028,-0.0002,0.0969
0.0030,-0.0002,0.0968
0.0031,-0.0002,0.0966
0.0033,-0.0001,0.0965
0.0034,-0.0001,0.0964
0.0036,-0.0001,0.0963
0.0037,-0.0001,0.0962
0.0039,-0.0001,0.0961
0.0040,-0.0001,0.0961
0.0042,-0.0001,0.0960
0.0043,-0.0000,0.0959
0.0045,-0.0000,0.0958
0.0046,0.0000,0.0958
0.0048,0.0001,0.0957
0.0050,0.0001,0.0957
0.0052,0.0001,0.0956
0.0053,0.0001,0.0956
0.0055,0.0002,0.0956
0.0057,0.0002,0.0955
0.0059,0.0002,0.0955
0.0061,0.0003,0.0955
0.0063,0.0003,0.0954
0.0065,0.0003,0.0954
0.0067,0.0004,0.0954
0.0069,0.0004,0.0953
0.0071,0.0004,0.0953
0.0074,0.0004,0.0952
0.0076,0.0004,0.0952
0.0078,0.0004,0.0952
0.0080,0.0005,0.0951
0.0082,0.0005,0.0951
0.0084,0.0005,0.0950
0.0087,0.0005,0.0950
0.0089,0.0005,0.0949
0.0091,0.0005,0.0949
0.0093,0.0005,0.0949
0.0096,0.0006,0.0948
0.0098,0.0006,0.0947
0.0100,0.0007,0.0947
0.0102,0.0007,0.0946
0.0105,0.0007,0.0946
0.0107,0.0007,0.0945
0.0109,0.0007,0.0945
0.0112,0.0007,0.0944
0.0114,0.0007,0.0944
0.0116,0.0007,0.0943
0.0119,0.0008,0.0942
0.0121,0.0008,0.0942
0.0123,0.0008,0.0941
0.0126,0.0008,0.0940
0.0128,0.0008,0.0940
0.0130,0.0008,0.0939
0.0133,0.0008,0.0938
0.0135,0.0008,0.0938
0.0138,0.0009,0.0937
0.0140,0.0009,0.0936
0.0142,0.0009,0.0936
0.0145,0.0010,0.0935
0.0147,0.0010,0.0934
0.0150,0.0010,0.0934
0.0152,0.0009,0.0933
0.0155,0.0009,0.0932
0.0157,0.0010,0.0931
0.0159,0.0010,0.0931
0.0162,0.0010,0.0930
0.0164,0.0011,0.0929
0.0167,0.0011,0.0928
0.0169,0.0011,0.0928
0.0172,0.0011,0.0927
0.0174,0.0011,0.0926
0.0177,0.0011,0.0925
0.0179,0.0011,0.0924
0.0182,0.0011,0.0924
0.0184,0.0011,0.0923
0.0187,0.0012,0.0922
0.0189,0.0012,0.0921
0.0192,0.0012,0.0920
0.0194,0.0012,0.0919
0.0197,0.0012,0.0919
0.0199,0.0012,0.0918
0.0202,0.0012,0.0917
0.0204,0.0012,0.0916
0.0207,0.0012,0.0915
0.0209,0.0013,0.0914
0.0212,0.0013,0.0913
0.0214,0.0013,0.0912
0.0217,0.0013,0.0911
0.0219,0.0013,0.0910
0.0222,0.0013,0.0909
0.0224,0.0013,0.0909
0.0227,0.0013,0.0908
0.0229,0.0013,0.0907
0.0232,0.0014,0.0906
0.0234,0.0014,0.0905
0.0237,0.0014,0.0904
0.0239,0.0014,0.0903
0.0242,0.0014,0.0902
0.0244,0.0014,0.0901
0.0247,0.0014,0.0900
0.0250,0.0014,0.0899
0.0252,0.0014,0.0898
0.0255,0.0015,0.0896
0.0257,0.0015,0.0895
0.0260,0.0015,0.0894
0.0262,0.0015,0.0893
0.0265,0.0014,0.0892
0.0267,0.0015,0.0891
0.0270,0.0015,0.0890
0.0272,0.0015,0.0889
0.0275,0.0015,0.0888
0.0278,0.0016,0.0887
0.0280,0.0016,0.0886
0.0283,0.0016,0.0885
0.0285,0.0015,0.0883
0.0288,0.0015,0.0882
0.0290,0.0015,0.0881
0.0293,0.0016,0.0880
0.0295,0.0016,0.0879
0.0298,0.0016,0.0878
0.0300,0.0016,0.0876
0.0303,0.0016,0.0875
0.0306,0.0016,0.0874
0.0308,0.0016,0.0873
0.0311,0.0016,0.0872
0.0313,0.0016,0.0870
0.0316,0.0017,0.0869
0.0318,0.0017,0.0868
0.0321,0.0017,0.0867
0.0323,0.0017,0.0865
0.0326,0.0017,0.0864
0.0329,0.0017,0.0863
0.0331,0.0017,0.0862
0.0334,0.0017,0.0860
0.0336,0.0017,0.0859
0.0339,0.0018,0.0858
0.0341,0.0018,0.0857
0.0344,0.0018,0.0855
0.0346,0.0018,0.0854
0.0349,0.0018,0.0853
0.0352,0.0018,0.0851
0.0354,0.0018,0.0850
0.0357,0.0018,0.0849
0.0359,0.0018,0.0848
0.0362,0.0019,0.0846
0.0364,0.0019,0.0845
0.0367,0.0019,0.0844
0.0370,0.0019,0.0842
0.0372,0.0019,0.0841
0.0375,0.0019,0.0840
0.0377,0.0019,0.0839
0.0380,0.0019,0.0838
0.0382,0.0019,0.0836
0.0385,0.0019,0.0835
0.0388,0.0020,0.0834
0.0390,0.0020,0.0833
0.0393,0.0020,0.0832
0.0395,0.0019,0.0831
0.0398,0.0019,0.0830
0.0401,0.0019,0.0829
0.0403,0.0019,0.0828
0.0406,0.0019,0.0827
0.0408,0.0020,0.0826
0.0411,0.0020,0.0825
0.0414,0.0020,0.0824
0.0416,0.0019,0.0823
0.0419,0.0019,0.0823
0.0422,0.0019,0.0822
0.0424,0.0019,0.0821
0.0427,0.0019,0.0821
0.0429,0.0019,0.0820
0.0432,0.0019,0.0819
0.0434,0.0019,0.0819
0.0437,0.0019,0.0818
0.0440,0.0018,0.0818
0.0442,0.0018,0.0818
0.0445,0.0018,0.0817
0.0447,0.0017,0.0817
0.0450,0.0017,0.0817
0.0453,0.0017,0.0817
