X [m],Y [m],Z [m]
0.0000,0.0000,0.1000
-0.0002,-0.0000,0.1001
-0.0002,-0.0001,0.1002
-0.0002,-0.0001,0.1003
-0.0000,-0.0001,0.1003
0.0001,-0.0001,0.1003
0.0002,-0.0001,0.1002
0.0003,-0.0001,0.1001
0.0004,-0.0001,0.1000
0.0005,-0.0001,0.0999
0.0006,-0.0001,0.0997
0.0007,-0.0001,0.0996
0.0007,-0.0000,0.0994
0.0008,-0.0000,0.0992
0.0009,-0.0000,0.0991
0.0009,0.0000,0.0989
0.0010,0.0000,0.0987
0.0010,0.0000,0.0985
0.0011,0.0000,0.0983
0.0011,0.0000,0.0981
0.0012,0.0000,0.0979
0.0012,0.0001,0.0976
0.0013,0.0001,0.0974
0.0014,0.0001,0.0972
0.0014,0.0001,0.0969
0.0015,0.0001,0.0967
0.0016,0.0001,0.0965
0.0016,0.0000,0.0962
0.0017,0.0000,0.0959
0.0018,0.0000,0.0957
0.0019,0.0000,0.0954
0.0019,0.0000,0.0952
0.0020,-0.0000,0.0949
0.0021,-0.0000,0.0946
0.0022,-0.0000,0.0943
0.0023,-0.0001,0.0941
0.0024,-0.0001,0.0938
0.0025,-0.0001,0.0935
0.0026,-0.0001,0.0932
0.0027,-0.0001,0.0929
0.0028,-0.0001,0.0927
0.0029,-0.0002,0.0924
0.0030,-0.0002,0.0921
0.0031,-0.0002,0.0918
0.0032,-0.0002,0.0915
0.0033,-0.0002,0.0912
0.0034,-0.0003,0.0909
0.0035,-0.0003,0.0906
0.0036,-0.0003,0.0903
0.0038,-0.0003,0.0900
0.0039,-0.0003,0.0896
0.0040,-0.0003,0.0893
0.0041,-0.0003,0.0890
0.0042,-0.0003,0.0887
0.0044,-0.0003,0.0884
0.0045,-0.0003,0.0881
0.0046,-0.0004,0.0878
0.0047,-0.0004,0.0875
0.0049,-0.0004,0.0871
0.0050,-0.0004,0.0868
0.0051,-0.0004,0.0865
0.0053,-0.0004,0.0862
0.0054,-0.0004,0.0859
0.0056,-0.0003,0.0855
0.0057,-0.0003,0.0852
0.0058,-0.0003,0.0849
0.0060,-0.0003,0.0846
0.0061,-0.0003,0.0843
0.0063,-0.0003,0.0839
0.0065,-0.0003,0.0836
0.0066,-0.0003,0.0833
0.0068,-0.0003,0.0830
0.0069,-0.0002,0.0826
0.0071,-0.0002,0.0823
0.0073,-0.0002,0.0820
0.0074,-0.0002,0.0817
0.0076,-0.0002,0.0814
0.0078,-0.0001,0.0810
0.0080,-0.0001,0.0807
0.0081,-0.0001,0.0804
0.0083,-0.0000,0.0801
0.0085,-0.0000,0.0798
0.0087,0.0000,0.0795
0.0089,0.0001,0.0792
0.0091,0.0001,0.0788
0.0092,0.0002,0.0785
0.0094,0.0002,0.0782
0.0096,0.0002,0.0779
0.0098,0.0003,0.0776
0.0100,0.0003,0.0773
0.0102,0.0004,0.0770
0.0105,0.0004,0.0767
0.0107,0.0005,0.0764
0.0109,0.0005,0.0761
0.0111,0.0006,0.0758
0.0113,0.0006,0.0755
0.0115,0.0007,0.0753
0.0118,0.0008,0.0750
0.0120,0.0008,0.0747
0.0122,0.0009,0.0744
0.0125,0.0009,0.0741
0.0127,0.0010,0.0739
0.0130,0.0011,0.0736
0.0132,0.0011,0.0733
0.0134,0.0012,0.0731
0.0137,0.0013,0.0728
0.0140,0.0014,0.0726
0.0142,0.0014,0.0724
0.0145,0.0015,0.0721
0.0147,0.0016,0.0719
0.0150,0.0016,0.0717
0.0153,0.0017,0.0714
0.0156,0.0018,0.0712
0.0159,0.0019,0.0710
0.0161,0.0019,0.0708
0.0164,0.0020,0.0706
0.0167,0.0021,0.0704
0.0170,0.0021,0.0702
0.0173,0.0022,0.0700
0.0177,0.0022,0.0699
0.0180,0.0023,0.0697
0.0183,0.0023,0.0695
0.0186,0.0024,0.0694
0.0189,0.0024,0.0692
0.0193,0.0025,0.0690
0.0196,0.0025,0.0689
0.0199,0.0026,0.0688
0.0203,0.0026,0.0686
0.0206,0.0026,0.0685
0.0210,0.0027,0.0684
0.0213,0.0027,0.0682
0.0217,0.0027,0.0681
0.0220,0.0027,0.0680
0.0224,0.0028,0.0679
0.0227,0.0028,0.0678
0.0231,0.0028,0.0677
0.0234,0.0028,0.0676
0.0238,0.0028,0.0675
0.0242,0.0028,0.0674
0.0245,0.0028,0.0674
0.0249,0.0028,0.0673
0.0253,0.0028,0.0672
0.0256,0.0028,0.0671
0.0260,0.0028,0.0671
0.0264,0.0028,0.0670
0.0268,0.0028,0.0669
0.0271,0.0028,0.0669
0.0275,0.0028,0.0668
0.0279,0.0028,0.0668
0.0282,0.0028,0.0668
0.0286,0.0028,0.0667
0.0289,0.0028,0.0667
0.0293,0.0027,0.0667
0.0296,0.0027,0.0666
0.0299,0.0027,0.0666
0.0303,0.0027,0.0666
0.0306,0.0026,0.0666
0.0309,0.0026,0.0666
0.0313,0.0026,0.0666
0.0316,0.0025,0.0666
0.0319,0.0025,0.0666
0.0322,0.0025,0.0666
0.0326,0.0024,0.0666
0.0329,0.0024,0.0666
0.0332,0.0023,0.0666
0.0335,0.0023,0.0666
0.0338,0.0022,0.0666
0.0341,0.0022,0.0666
0.0344,0.0021,0.0666
0.0347,0.0021,0.0666
0.0351,0.0020,0.0666
0.0354,0.0020,0.0666
0.0357,0.0019,0.0666
0.0360,0.0019,0.0666
0.0363,0.0018,0.0667
0.0366,0.0018,0.0667
0.0369,0.0017,0.0667
0.0372,0.0017,0.0667
0.0375,0.0016,0.0667
0.0379,0.0016,0.0668
0.0382,0.0015,0.0668
0.0385,0.0014,0.0668
0.0388,0.0014,0.0668
0.0391,0.0013,0.0669
0.0394,0.0013,0.0669
0.0397,0.0012,0.0669
0.0400,0.0012,0.0670
0.0403,0.0011,0.0670
0.0406,0.0010,0.0670
0.0409,0.0010,0.0670
0.0412,0.0009,0.0671
0.0415,0.0009,0.0671
0.0418,0.0008,0.0671
0.0421,0.0008,0.0672
0.0424,0.0007,0.0672
0.0427,0.0007,0.0672
0.0430,0.0006,0.0673
0.0433,0.0005,0.0673
0.0435,0.0005,0.0674
0.0438,0.0004,0.0674
0.0441,0.0004,0.0674
0.0444,0.0003,0.0675
0.0447,0.0003,0.0675
0.0450,0.0002,0.0675
0.0452,0.0002,0.0676
0.0455,0.0001,0.0676
0.0458,0.0001,0.0677
