X [m],Y [m],Z [m]
0.0000,0.0000,0.1000
-0.0001,-0.0000,0.1001
-0.0002,-0.0001,0.1001
-0.0001,-0.0001,0.1002
-0.0000,-0.0001,0.1002
0.0001,-0.0001,0.1001
0.0002,-0.0001,0.1001
0.0003,-0.0001,0.1000
0.0004,-0.0001,0.0999
0.0005,-0.0001,0.0998
0.0005,-0.0001,0.0996
0.0006,-0.0000,0.0995
0.0006,-0.0000,0.0994
0.0007,-0.0000,0.0992
0.0007,-0.0000,0.0990
0.0008,0.0000,0.0989
0.0008,0.0000,0.0987
0.0008,0.0000,0.0985
0.0009,0.0000,0.0983
0.0009,0.0000,0.0981
0.0010,0.0001,0.0979
0.0010,0.0001,0.0976
0.0011,0.0001,0.0974
0.0011,0.0001,0.0972
0.0012,0.0001,0.0969
0.0012,0.0001,0.0967
0.0012,0.0001,0.0964
0.0013,0.0001,0.0961
0.0014,0.0001,0.0959
0.0014,0.0001,0.0956
0.0015,0.0001,0.0953
0.0015,0.0001,0.0950
0.0016,0.0001,0.0947
0.0016,0.0001,0.0944
0.0017,0.0000,0.0941
0.0018,0.0000,0.0938
0.0018,0.0000,0.0934
0.0019,0.0000,0.0931
0.0020,-0.0000,0.0928
0.0020,-0.0000,0.0924
0.0021,-0.0000,0.0921
0.0022,-0.0000,0.0917
0.0022,-0.0001,0.0914
0.0023,-0.0001,0.0910
0.0024,-0.0001,0.0906
0.0025,-0.0001,0.0902
0.0025,-0.0001,0.0899
0.0026,-0.0002,0.0895
0.0027,-0.0002,0.0891
0.0028,-0.0002,0.0887
0.0029,-0.0002,0.0883
0.0029,-0.0003,0.0879
0.0030,-0.0003,0.0874
0.0031,-0.0003,0.0870
0.0032,-0.0003,0.0866
0.0033,-0.0004,0.0862
0.0034,-0.0004,0.0857
0.0035,-0.0004,0.0853
0.0036,-0.0005,0.0848
0.0036,-0.0005,0.0844
0.0037,-0.0005,0.0839
0.0038,-0.0005,0.0835
0.0039,-0.0006,0.0830
0.0040,-0.0006,0.0825
0.0041,-0.0006,0.0821
0.0042,-0.0007,0.0816
0.0043,-0.0007,0.0811
0.0044,-0.0007,0.0806
0.0045,-0.0007,0.0801
0.0046,-0.0008,0.0796
0.0047,-0.0008,0.0791
0.0048,-0.0008,0.0786
0.0050,-0.0008,0.0781
0.0051,-0.0009,0.0776
0.0052,-0.0009,0.0771
0.0053,-0.0009,0.0766
0.0054,-0.0009,0.0760
0.0055,-0.0010,0.0755
0.0056,-0.0010,0.0750
0.0057,-0.0010,0.0745
0.0058,-0.0010,0.0739
0.0060,-0.0010,0.0734
0.0061,-0.0011,0.0728
0.0062,-0.0011,0.0723
0.0063,-0.0011,0.0717
0.0064,-0.0011,0.0712
0.0066,-0.0011,0.0706
0.0067,-0.0011,0.0701
0.0068,-0.0011,0.0695
0.0069,-0.0011,0.0690
0.0070,-0.0012,0.0684
0.0072,-0.0012,0.0678
0.0073,-0.0012,0.0673
0.0074,-0.0012,0.0667
0.0076,-0.0012,0.0661
0.0077,-0.0012,0.0656
0.0078,-0.0012,0.0650
0.0080,-0.0012,0.0644
0.0081,-0.0012,0.0639
0.0082,-0.0012,0.0633
0.0084,-0.0012,0.0627
0.0085,-0.0012,0.0622
0.0086,-0.0012,0.0616
0.0088,-0.0012,0.0610
0.0089,-0.0011,0.0605
0.0091,-0.0011,0.0599
0.0092,-0.0011,0.0593
0.0094,-0.0011,0.0588
0.0095,-0.0010,0.0582
0.0097,-0.0010,0.0577
0.0098,-0.0010,0.0571
0.0100,-0.0009,0.0566
0.0101,-0.0009,0.0560
0.0103,-0.0009,0.0555
0.0105,-0.0008,0.0550
0.0107,-0.0008,0.0544
0.0108,-0.0007,0.0539
0.0110,-0.0006,0.0534
