X [m],Y [m],Z [m]
0.0000,0.0000,0.1000
-0.0002,-0.0000,0.1001
-0.0002,-0.0001,0.1002
-0.0001,-0.0001,0.1002
-0.0000,-0.0001,0.1002
0.0001,-0.0001,0.1002
0.0002,-0.0001,0.1001
0.0003,-0.0001,0.1000
0.0004,-0.0001,0.0999
0.0005,-0.0001,0.0998
0.0006,-0.0001,0.0997
0.0006,-0.0000,0.0996
0.0007,-0.0000,0.0994
0.0007,0.0000,0.0992
0.0008,0.0000,0.0991
0.0008,0.0000,0.0989
0.0009,0.0001,0.0987
0.0009,0.0001,0.0985
0.0010,0.0001,0.0983
0.0010,0.0001,0.0981
0.0010,0.0001,0.0979
0.0011,0.0001,0.0977
0.0011,0.0001,0.0975
0.0012,0.0001,0.0972
0.0012,0.0002,0.0970
0.0013,0.0002,0.0968
0.0013,0.0002,0.0965
0.0014,0.0002,0.0962
0.0014,0.0002,0.0960
0.0015,0.0002,0.0957
0.0015,0.0002,0.0954
0.0016,0.0002,0.0952
0.0017,0.0002,0.0949
0.0017,0.0001,0.0946
0.0018,0.0001,0.0943
0.0018,0.0001,0.0940
0.0019,0.0001,0.0937
0.0020,0.0001,0.0933
0.0020,0.0001,0.0930
0.0021,0.0001,0.0927
0.0022,0.0000,0.0924
0.0022,0.0000,0.0920
0.0023,0.0000,0.0917
0.0024,-0.0000,0.0914
0.0024,-0.0000,0.0910
0.0025,-0.0001,0.0907
0.0026,-0.0001,0.0903
0.0026,-0.0001,0.0900
0.0027,-0.0001,0.0896
0.0028,-0.0001,0.0892
0.0029,-0.0002,0.0888
0.0029,-0.0002,0.0885
0.0030,-0.0002,0.0881
0.0031,-0.0002,0.0877
0.0032,-0.0003,0.0873
0.0032,-0.0003,0.0869
0.0033,-0.0003,0.0865
0.0034,-0.0003,0.0861
0.0035,-0.0004,0.0857
0.0035,-0.0004,0.0853
0.0036,-0.0004,0.0849
0.0037,-0.0004,0.0845
0.0038,-0.0005,0.0841
0.0038,-0.0005,0.0837
0.0039,-0.0005,0.0832
0.0040,-0.0005,0.0828
0.0041,-0.0006,0.0824
0.0042,-0.0006,0.0819
0.0043,-0.0006,0.0815
0.0043,-0.0006,0.0811
0.0044,-0.0006,0.0806
0.0045,-0.0006,0.0802
0.0046,-0.0007,0.0797
0.0047,-0.0007,0.0793
0.0048,-0.0007,0.0788
0.0049,-0.0007,0.0784
0.0049,-0.0007,0.0779
0.0050,-0.0007,0.0775
0.0051,-0.0008,0.0770
0.0052,-0.0008,0.0765
0.0053,-0.0008,0.0761
0.0054,-0.0008,0.0756
0.0055,-0.0008,0.0751
0.0056,-0.0008,0.0746
0.0057,-0.0008,0.0742
0.0058,-0.0008,0.0737
0.0059,-0.0008,0.0732
0.0060,-0.0008,0.0727
0.0061,-0.0008,0.0723
0.0062,-0.0008,0.0718
0.0063,-0.0008,0.0713
0.0064,-0.0008,0.0708
0.0066,-0.0008,0.0703
0.0067,-0.0008,0.0699
0.0068,-0.0008,0.0694
0.0069,-0.0008,0.0689
0.0070,-0.0008,0.0684
0.0071,-0.0008,0.0679
0.0072,-0.0008,0.0674
0.0074,-0.0008,0.0669
0.0075,-0.0008,0.0664
0.0076,-0.0008,0.0660
0.0077,-0.0007,0.0655
0.0078,-0.0007,0.0650
0.0080,-0.0007,0.0645
0.0081,-0.0007,0.0640
0.0082,-0.0007,0.0635
0.0083,-0.0006,0.0630
0.0085,-0.0006,0.0626
0.0086,-0.0006,0.0621
0.0087,-0.0006,0.0616
0.0089,-0.0005,0.0611
0.0090,-0.0005,0.0606
0.0091,-0.0005,0.0602
0.0093,-0.0004,0.0597
0.0094,-0.0004,0.0592
0.0096,-0.0003,0.0588
0.0097,-0.0003,0.0583
0.0098,-0.0002,0.0578
0.0100,-0.0002,0.0574
0.0101,-0.0001,0.0569
0.0103,-0.0001,0.0565
0.0104,-0.0000,0.0560
0.0106,0.0001,0.0556
0.0108,0.0001,0.0552
0.0109,0.0002,0.0547
0.0111,0.0003,0.0543
0.0112,0.0003,0.0539
0.0114,0.0004,0.0535
0.0116,0.0005,0.0531
0.0118,0.0006,0.0527
0.0119,0.0006,0.0523
0.0121,0.0007,0.0519
0.0123,0.0008,0.0515
0.0125,0.0009,0.0512
0.0127,0.0010,0.0508
0.0129,0.0011,0.0505
0.0131,0.0011,0.0501
0.0133,0.0012,0.0498
0.0135,0.0013,0.0495
0.0137,0.0014,0.0491
0.0139,0.0014,0.0488
0.0141,0.0015,0.0485
0.0143,0.0016,0.0482
0.0145,0.0017,0.0480
0.0148,0.0017,0.0477
0.0150,0.0018,0.0474
0.0152,0.0018,0.0472
0.0155,0.0019,0.0469
0.0157,0.0019,0.0467
0.0160,0.0020,0.0465
0.0162,0.0020,0.0463
0.0164,0.0020,0.0461
0.0167,0.0021,0.0459
0.0170,0.0021,0.0457
0.0172,0.0021,0.0455
0.0175,0.0022,0.0454
0.0177,0.0022,0.0452
0.0180,0.0022,0.0451
0.0183,0.0022,0.0449
0.0185,0.0022,0.0448
0.0188,0.0022,0.0447
0.0191,0.0022,0.0446
0.0193,0.0022,0.0445
0.0196,0.0022,0.0444
0.0199,0.0022,0.0443
0.0201,0.0022,0.0442
0.0204,0.0022,0.0442
0.0207,0.0022,0.0441
0.0209,0.0022,0.0440
0.0212,0.0022,0.0440
0.0215,0.0022,0.0439
0.0218,0.0021,0.0439
0.0220,0.0021,0.0438
0.0223,0.0021,0.0438
0.0225,0.0021,0.0437
0.0228,0.0021,0.0437
0.0231,0.0021,0.0437
0.0233,0.0021,0.0436
0.0236,0.0020,0.0436
0.0238,0.0020,0.0436
0.0241,0.0020,0.0436
0.0243,0.0020,0.0436
0.0246,0.0020,0.0436
0.0248,0.0019,0.0436
0.0251,0.0019,0.0436
0.0253,0.0019,0.0436
0.0256,0.0019,0.0436
0.0258,0.0018,0.0436
0.0261,0.0018,0.0436
0.0263,0.0018,0.0436
0.0265,0.0018,0.0436
0.0268,0.0017,0.0436
0.0270,0.0017,0.0436
0.0272,0.0017,0.0436
0.0275,0.0016,0.0436
0.0277,0.0016,0.0437
0.0280,0.0016,0.0437
0.0282,0.0015,0.0437
0.0284,0.0015,0.0437
0.0287,0.0014,0.0438
0.0289,0.0014,0.0438
0.0291,0.0014,0.0438
0.0294,0.0013,0.0439
0.0296,0.0013,0.0439
